,Property_name,Location,Rating,Review,Type_of_stay,price,Taxes_and_charges_inr,City,No_Of_Adults,No_Of_Children,Final_Price,Recommended for
633,hotel hollywood manali - scenic river & mountain view with premium rooms near mall road,manāli,9.4,superb,5×deluxe room5 double bedsfree cancellationno prepayment needed– pay at the property,24476.0,2937.0,manāli,10,0,27413.0,recommended for friends trip
634,hotel hilltop at mall road manali with open terrace,"new manali, manāli",7.9,good,5×deluxe room5 large double bedsfree cancellationno prepayment needed– pay at the property,22500.0,2700.0,manāli,10,0,25200.0,recommended for friends trip
635,the manu emerald # farmhouse # top selling cottage in manali # peaceful heritage cozy stay # lawn with bonfire # most awarded,manāli,8.3,very good,3×one-bedroom cottage3 entire bungalows,27000.0,3240.0,manāli,10,0,30240.0,recommended for friends trip
636,himalayan adventure cottages & budget friendly bnb manali,manāli,9.3,superb,"5×queen room with balcony10 beds (5 large doubles, 5 futons)free cancellation",24975.0,2997.0,manāli,10,0,27972.0,recommended for friends trip
637,whoopers hostel manali,manāli,8.5,very good,10×bed in 10-bed mixed dormitory room10 beds in dormitories10 bunk bedsfree cancellation,27610.0,3313.0,manāli,10,0,30923.0,recommended for friends trip
638,hotel the sita classic - best selling hotel in manali,manāli,9.3,superb,5×king room with balcony5 double bedsfree cancellationno prepayment needed– pay at the property,27500.0,3300.0,manāli,10,0,30800.0,recommended for friends trip
639,"the rama lodge, manali - 1,2,3,4 bedrooms independent luxury cottages available with mountain view",manāli,7.8,good,3×one-bedroom cottage3 entire bungalows,19825.0,2379.0,manāli,10,0,22204.0,recommended for friends trip
640,"the holly woods resort, manali - blissful view from rooms",manāli,8.6,fabulous,1×duplex suiteprivate suite,27720.0,3326.0,manāli,10,0,31046.0,recommended for friends trip
641,hotel d kanchan manali,"old manali, manāli",6.6,review score,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,8325.0,999.0,manāli,10,0,9324.0,recommended for friends trip
642,"the himalayan cottage camping with bonfire, manali - a riverside retreat",manāli,8.2,exceptional,5×queen room with garden view5 double bedsfree cancellationno prepayment needed– pay at the property,24226.0,2907.0,manāli,10,0,27133.0,recommended for friends trip
643,hotel himalayan valley view retreat - best selling riverside hotel in manali,manāli,9.2,superb,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,37481.0,4498.0,manāli,10,0,41979.0,recommended for friends trip
644,hide-in old manali,"old manali, manāli",8.3,very good,1×double room with mountain view1 large double bedfree cancellationno prepayment needed– pay at the property,27900.0,3348.0,manāli,10,0,31248.0,recommended for friends trip
645,new suraj inn - nestled near hidimba temple ! rooftop cafe with hampta view ! private parking,manāli,8.5,very good,5×standard king room5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,14400.0,1728.0,manāli,10,0,16128.0,recommended for friends trip
646,"himalayan nomad cottage, manali ! all 2 bedroom independent cottages ! personal lawn every cottage ! parking ! scenic mountains view ! spacious rooms !",manāli,8.8,fabulous,2×two-bedroom villa2 entire villas,24750.0,2970.0,manāli,10,0,27720.0,recommended for friends trip
647,"sparsh resort, a boutique stay - just 2kms uphill from mall road, near old manali","old manali, manāli",8.9,fabulous,5×superior king room5 double bedsfree cancellation,38665.0,4640.0,manāli,10,0,43305.0,recommended for friends trip
648,"hotel the hadimba palace, manali",manāli,6.9,review score,2×deluxe queen room with two queen beds4 extra-large double bedsfree cancellationno prepayment needed– pay at the property,29250.0,3510.0,manāli,10,0,32760.0,recommended for friends trip
649,"the four season hotel & resort, manali - a blissful view from rooms",manāli,9.0,superb,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,24476.0,2937.0,manāli,10,0,27413.0,recommended for friends trip
650,residency's royal galaxy palace,"old manali, manāli",7.8,good,5×deluxe room5 double beds,16858.0,2023.0,manāli,10,0,18881.0,recommended for friends trip
651,hotel mountain face by snow city hotels,manāli,8.7,fabulous,5×double room with garden view5 double bedsfree cancellation,40163.0,4820.0,manāli,10,0,44983.0,recommended for friends trip
652,"the himalayan vilo resort - a riverside resort, manali",manāli,9.1,superb,5×king room with balcony5 double bedsfree cancellationno prepayment needed– pay at the property,43125.0,5175.0,manāli,10,0,48300.0,recommended for friends trip
653,"the four season hotel & resort, manali - a blissful view from rooms",manāli,9.0,superb,4×double room4 double bedsfree cancellationno prepayment needed– pay at the property,19980.0,2398.0,manāli,6,4,22378.0,recommended for family trip
654,"hotel old manali by himalayan hotels, with mountain view, balcony, terrace and parking",manāli,8.9,fabulous,4×double room4 double bedsfree cancellationno prepayment needed– pay at the property,25883.0,3106.0,manāli,6,4,28989.0,recommended for family trip
655,hotel celebriti inn by london vista hotels - old manali,"old manali, manāli",9.1,superb,4×deluxe double room with balcony4 double bedsfree cancellationno prepayment needed– pay at the property,28800.0,3456.0,manāli,6,4,32256.0,recommended for family trip
656,rv cottage & rooms - the silken stay #royal view #near mall manali,"new manali, manāli",7.6,good,2×deluxe room2 extra-large double bedsfree cancellationno prepayment needed– pay at the property,18270.0,2192.0,manāli,6,4,20462.0,recommended for family trip
657,hotel ocean open terrace ! mall road hotel !,"new manali, manāli",8.3,very good,1×superior queen room1 extra-large double bed,16490.0,1979.0,manāli,6,4,18469.0,recommended for family trip
658,"the hollywood classic, manali - a hotel facing towards snow capped mountain & river",manāli,8.9,fabulous,4×double room4 double bedsfree cancellationno prepayment needed– pay at the property,20979.0,2517.0,manāli,6,4,23496.0,recommended for family trip
659,royal residency inn - manali,manāli,6.9,review score,4×deluxe room4 extra-large double beds,13500.0,1620.0,manāli,6,4,15120.0,recommended for family trip
660,tripli hotels stone house cottage,manāli,8.7,fabulous,4×suite4 private suites4 double bedsfree cancellation,29993.0,3599.0,manāli,6,4,33592.0,recommended for family trip
661,timberwolves,"old manali, manāli",8.8,fabulous,1×standard double room1 extra-large double bed,23158.0,2779.0,manāli,6,4,25937.0,recommended for family trip
662,"sita hotel & cottage, manali - a boutique wellness hotel",manāli,8.8,fabulous,4×king room with balcony4 double bedsfree cancellationno prepayment needed– pay at the property,9360.0,1123.0,manāli,6,4,10483.0,recommended for family trip
663,"ganga cottage !! 1,2,3 bedrooms cottage available near mall road manali","aleo, manāli",8.9,fabulous,4×deluxe double room with balcony4 double bedsfree cancellationno prepayment needed– pay at the property,11813.0,1418.0,manāli,6,4,13231.0,recommended for family trip
664,himalayan adventure cottages & budget friendly bnb manali,manāli,9.3,superb,"4×queen room with balcony8 beds (4 large doubles, 4 futons)free cancellation",19980.0,2398.0,manāli,6,4,22378.0,recommended for family trip
665,hotel himalayan valley view retreat - best selling riverside hotel in manali,manāli,9.2,superb,4×double room4 double bedsfree cancellationno prepayment needed– pay at the property,32235.0,3868.0,manāli,6,4,36103.0,recommended for family trip
666,hotel hollywood manali - scenic river & mountain view with premium rooms near mall road,manāli,9.4,superb,4×deluxe room4 double bedsfree cancellationno prepayment needed– pay at the property,19980.0,2398.0,manāli,6,4,22378.0,recommended for family trip
667,residency's royal galaxy palace,"old manali, manāli",7.8,good,1×family studio2 large double bedsfree cancellationno prepayment needed– pay at the property,16779.0,2013.0,manāli,6,4,18792.0,recommended for family trip
668,"woods villa cottages manali - 1,2,3,4 cottages & villas available in manali with scenic mountain view",manāli,9.2,superb,"4×king room with balcony8 beds (4 doubles, 4 futons)free cancellationno prepayment needed– pay at the property",26000.0,3120.0,manāli,6,4,29120.0,recommended for family trip
669,hotel the sita classic - best selling hotel in manali,manāli,9.3,superb,4×king room with balcony4 double bedsfree cancellationno prepayment needed– pay at the property,22550.0,2706.0,manāli,6,4,25256.0,recommended for family trip
670,hotel ocean hill,"old manali, manāli",7.1,good,1×superior queen room1 double bedfree cancellation,16490.0,1979.0,manāli,6,4,18469.0,recommended for family trip
671,"the holly woods resort, manali - blissful view from rooms",manāli,8.6,fabulous,1×duplex suiteprivate suite,21285.0,2554.0,manāli,6,4,23839.0,recommended for family trip
672,hotel d kanchan manali,"old manali, manāli",6.6,review score,"1×comfort triple room2 beds (1 extra-large double, 1 sofa bed)free cancellationno prepayment needed– pay at the property",8195.0,983.0,manāli,6,4,9178.0,recommended for family trip
673,the river retreat,"old manali, manāli",8.2,exceptional,"3×quadruple room with balcony9 beds (3 large doubles, 6 futons)free cancellationno prepayment needed– pay at the property",15310.0,1837.0,manāli,6,4,17147.0,recommended for family trip
674,joeys hostel manali,"old manali, manāli",8.2,No Review,2×double or twin room2 double bedsfree cancellationno prepayment needed– pay at the property,17243.0,2069.0,manāli,6,4,19312.0,recommended for family trip
675,hotel meadows grass,"old manali, manāli",9.3,superb,2×small double room2 double beds,15180.0,1822.0,manāli,6,4,17002.0,recommended for family trip
676,"sita hotel & cottage, manali - a boutique wellness hotel",manāli,8.8,fabulous,5×king room with balcony5 double bedsfree cancellationno prepayment needed– pay at the property,11349.0,1362.0,manāli,9,1,12711.0,recommended for family trip
677,"ganga cottage !! 1,2,3 bedrooms cottage available near mall road manali","aleo, manāli",8.9,fabulous,5×deluxe double room with balcony5 double bedsfree cancellationno prepayment needed– pay at the property,14063.0,1688.0,manāli,9,1,15751.0,recommended for family trip
678,"woods villa cottages manali - 1,2,3,4 cottages & villas available in manali with scenic mountain view",manāli,9.2,superb,1×two-bedroom cottageentire bungalow,25480.0,3058.0,manāli,9,1,28538.0,recommended for family trip
679,hotel hollywood manali - scenic river & mountain view with premium rooms near mall road,manāli,9.4,superb,5×deluxe room5 double bedsfree cancellationno prepayment needed– pay at the property,24476.0,2937.0,manāli,9,1,27413.0,recommended for family trip
680,himalayan adventure cottages & budget friendly bnb manali,manāli,9.3,superb,"5×queen room with balcony10 beds (5 large doubles, 5 futons)free cancellation",24975.0,2997.0,manāli,9,1,27972.0,recommended for family trip
681,"the holly woods resort, manali - blissful view from rooms",manāli,8.6,fabulous,1×duplex suiteprivate suite,27720.0,3326.0,manāli,9,1,31046.0,recommended for family trip
682,kartik mountain view cottage - a hidden gem - best selling property in manali,manāli,8.3,very good,5×queen room with balcony5 double bedsfree cancellationno prepayment needed– pay at the property,33750.0,4050.0,manāli,9,1,37800.0,recommended for family trip
683,hotel the sita classic - best selling hotel in manali,manāli,9.3,superb,5×king room with balcony5 double bedsfree cancellationno prepayment needed– pay at the property,27500.0,3300.0,manāli,9,1,30800.0,recommended for family trip
684,the manu emerald # farmhouse # top selling cottage in manali # peaceful heritage cozy stay # lawn with bonfire # most awarded,manāli,8.3,very good,3×one-bedroom cottage3 entire bungalows,27000.0,3240.0,manāli,9,1,30240.0,recommended for family trip
685,"the rama lodge, manali - 1,2,3,4 bedrooms independent luxury cottages available with mountain view",manāli,7.8,good,3×one-bedroom cottage3 entire bungalows,19825.0,2379.0,manāli,9,1,22204.0,recommended for family trip
686,hotel d kanchan manali,"old manali, manāli",6.6,review score,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,8325.0,999.0,manāli,9,1,9324.0,recommended for family trip
687,hotel hilltop at mall road manali with open terrace,"new manali, manāli",7.9,good,5×deluxe room5 large double bedsfree cancellationno prepayment needed– pay at the property,22500.0,2700.0,manāli,9,1,25200.0,recommended for family trip
688,"sparsh resort, a boutique stay - just 2kms uphill from mall road, near old manali","old manali, manāli",8.9,fabulous,5×superior king room5 double bedsfree cancellation,42365.0,5084.0,manāli,9,1,47449.0,recommended for family trip
689,"the himalayan cottage camping with bonfire, manali - a riverside retreat",manāli,8.2,exceptional,5×queen room with garden view5 double bedsfree cancellationno prepayment needed– pay at the property,24226.0,2907.0,manāli,9,1,27133.0,recommended for family trip
690,hotel himalayan valley view retreat - best selling riverside hotel in manali,manāli,9.2,superb,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,37481.0,4498.0,manāli,9,1,41979.0,recommended for family trip
691,hotel mountain face by snow city hotels,manāli,8.7,fabulous,5×double room with garden view5 double bedsfree cancellation,40966.0,4916.0,manāli,9,1,45882.0,recommended for family trip
692,"manu villa, manali - independent luxury villas for family",manāli,8.2,exceptional,3×one-bedroom villa3 entire villas,29985.0,3598.0,manāli,9,1,33583.0,recommended for family trip
693,"the himalayan vilo resort - a riverside resort, manali",manāli,9.1,superb,5×king room with balcony5 double bedsfree cancellationno prepayment needed– pay at the property,43125.0,5175.0,manāli,9,1,48300.0,recommended for family trip
694,bentenwood resort - a beutiful scenic mountain & river view,manāli,8.9,fabulous,5×queen room with balcony5 double bedsfree cancellationno prepayment needed– pay at the property,32738.0,3929.0,manāli,9,1,36667.0,recommended for family trip
695,hotel ssp inn near mall road manali,"new manali, manāli",8.0,very good,5×superior king room5 double bedsfree cancellationno prepayment needed– pay at the property,55271.0,6633.0,manāli,9,1,61904.0,recommended for family trip
696,"hotel the hadimba palace, manali",manāli,6.9,review score,2×deluxe queen room with two queen beds4 extra-large double bedsfree cancellationno prepayment needed– pay at the property,29250.0,3510.0,manāli,9,1,32760.0,recommended for family trip
697,royal majestic view point lodge,"new manali, manāli",7.1,good,5×deluxe room5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,18750.0,2250.0,manāli,9,1,21000.0,recommended for family trip
698,"the hollywood classic, manali - a hotel facing towards snow capped mountain & river",manāli,8.9,fabulous,"1×king room2 beds (1 extra-large double, 1 futon)free cancellationno prepayment needed– pay at the property",29280.0,3514.0,manāli,9,1,32794.0,recommended for family trip
699,ocean inn,"old manali, manāli",7.9,good,2×superior queen room2 large double beds,20568.0,2468.0,manāli,9,1,23036.0,recommended for family trip
700,maa tara cottage,shimla,8.2,No Review,5×double room50 double bedsfree cancellationno prepayment needed– pay at the property,46250.0,5550.0,shimla,9,1,51800.0,recommended for family trip
701,purple edge - simla royale - near mall road,shimla,8.3,very good,2×deluxe king room2 extra-large double bedsfree cancellationno prepayment needed– pay at the property,37200.0,4464.0,shimla,9,1,41664.0,recommended for family trip
702,perfectstayz shimla,shimla,8.8,fabulous,1×two-bedroom houseentire holiday home,53932.0,6472.0,shimla,9,1,60404.0,recommended for family trip
703,mountain zest- simla royale near mall road free pickup from railway station simla,shimla,7.6,good,5×king room with mountain view5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,61250.0,7350.0,shimla,9,1,68600.0,recommended for family trip
704,royal green mashobra - mountain and valley view rooms,shimla,8.5,very good,5×king room with balcony5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,28500.0,3420.0,shimla,9,1,31920.0,recommended for family trip
705,"treebo maharaja, near mall road",shimla,7.6,good,2×economy double room2 extra-large double bedsfree cancellationno prepayment needed– pay at the property,45264.0,5432.0,shimla,9,1,50696.0,recommended for family trip
706,treebo varuna with mountain view,shimla,6.8,review score,1×standard double room with valley view1 large double bedfree cancellationno prepayment needed– pay at the property,56258.0,6751.0,shimla,9,1,63009.0,recommended for family trip
707,the namah retreat by perfectstayz,shimla,8.4,very good,3×king room with balcony3 extra-large double bedsfree cancellationno prepayment needed– pay at the property,42476.0,5097.0,shimla,9,1,47573.0,recommended for family trip
708,"el cielo, b&b",shimla,8.1,very good,5×deluxe room5 large double bedsfree cancellationno prepayment needed– pay at the property,37500.0,4500.0,shimla,9,1,42000.0,recommended for family trip
709,hotel victory since 1979,shimla,8.3,very good,5×standard double room5 large double bedsfree cancellationno prepayment needed– pay at the property,75000.0,9000.0,shimla,9,1,84000.0,recommended for family trip
710,the charvi retreat by exotic stays,shimla,7.8,good,5×double room with mountain view5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,42300.0,5076.0,shimla,9,1,47376.0,recommended for family trip
711,hotel taj palace by kalra hospitality near mall road,shimla,7.6,good,5×deluxe room5 large double bedsfree cancellationno prepayment needed– pay at the property,36000.0,4320.0,shimla,9,1,40320.0,recommended for family trip
712,hotel avalanche,shimla,7.1,good,1×budget double room1 double bedfree cancellation,24475.0,2937.0,shimla,9,1,27412.0,recommended for family trip
713,"the hostelers homestay shiimla - near hpu, bypass crossing, isbt and advance study",shimla,8.1,very good,"2×triple room4 beds (2 singles, 2 doubles)free cancellationno prepayment needed– pay at the property",20385.0,2446.0,shimla,9,1,22831.0,recommended for family trip
714,hotel fingask,shimla,8.2,No Review,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,22500.0,2700.0,shimla,9,1,25200.0,recommended for family trip
715,gupta b&b,shimla,8.2,No Review,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,30000.0,3600.0,shimla,9,1,33600.0,recommended for family trip
716,krishna b&b near mall road shimla,shimla,9.6,exceptional,1×superior king room1 extra-large double bedfree cancellationno prepayment needed– pay at the property,26400.0,3168.0,shimla,9,1,29568.0,recommended for family trip
717,northern view haward,shimla,8.8,fabulous,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,23726.0,2847.0,shimla,9,1,26573.0,recommended for family trip
718,shimla hills apartments 2bhk,shimla,9.0,superb,2×two-bedroom apartment2 entire apartments,28000.0,3360.0,shimla,9,1,31360.0,recommended for family trip
719,krishna hill stay near mall road,shimla,8.2,very good,2×standard double room2 double bedsfree cancellationno prepayment needed– pay at the property,26900.0,3228.0,shimla,9,1,30128.0,recommended for family trip
720,himalayan hideaway,shimla,8.0,very good,1×deluxe family room6 single bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,33725.0,4047.0,shimla,9,1,37772.0,recommended for family trip
721,gs cottage near mall road,shimla,8.9,fabulous,"2×family room with mountain view4 beds (2 singles, 2 large doubles)free cancellationno prepayment needed– pay at the property",57000.0,6840.0,shimla,9,1,63840.0,recommended for family trip
722,purple edge - simla royale - near mall road,shimla,8.3,very good,2×deluxe king room2 extra-large double bedsfree cancellationno prepayment needed– pay at the property,37200.0,4464.0,shimla,10,0,41664.0,recommended for friends trip
723,treebo varuna with mountain view,shimla,6.8,review score,1×standard double room with valley view1 large double bedfree cancellationno prepayment needed– pay at the property,56258.0,6751.0,shimla,10,0,63009.0,recommended for friends trip
724,"treebo maharaja, near mall road",shimla,7.6,good,1×standard double room1 extra-large double bedfree cancellationno prepayment needed– pay at the property,43664.0,5240.0,shimla,10,0,48904.0,recommended for friends trip
725,royal green mashobra - mountain and valley view rooms,shimla,8.5,very good,5×king room with balcony5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,28500.0,3420.0,shimla,10,0,31920.0,recommended for friends trip
726,mountain zest- simla royale near mall road free pickup from railway station simla,shimla,7.6,good,5×king room with mountain view5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,58188.0,6983.0,shimla,10,0,65171.0,recommended for friends trip
727,hotel fingask,shimla,8.2,No Review,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,22500.0,2700.0,shimla,10,0,25200.0,recommended for friends trip
728,"the hostelers homestay shiimla - near hpu, bypass crossing, isbt and advance study",shimla,8.1,very good,"2×triple room4 beds (2 singles, 2 doubles)free cancellationno prepayment needed– pay at the property",20385.0,2446.0,shimla,10,0,22831.0,recommended for friends trip
729,gupta b&b,shimla,8.2,No Review,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,30000.0,3600.0,shimla,10,0,33600.0,recommended for friends trip
730,seobaghcottages,shimla,8.2,No Review,5×double room10 double bedsfree cancellationno prepayment needed– pay at the property,35063.0,4208.0,shimla,10,0,39271.0,recommended for friends trip
731,northern view haward,shimla,8.8,fabulous,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,23726.0,2847.0,shimla,10,0,26573.0,recommended for friends trip
732,krishna hill stay near mall road,shimla,8.2,very good,2×standard double room2 double bedsfree cancellationno prepayment needed– pay at the property,26900.0,3228.0,shimla,10,0,30128.0,recommended for friends trip
733,shimla hills apartments 2bhk,shimla,9.0,superb,2×two-bedroom apartment2 entire apartments,28000.0,3360.0,shimla,10,0,31360.0,recommended for friends trip
734,new maya home stay,shimla,8.8,fabulous,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,36000.0,4320.0,shimla,10,0,40320.0,recommended for friends trip
735,krishna b&b near mall road shimla,shimla,9.6,exceptional,1×superior king room1 extra-large double bedfree cancellationno prepayment needed– pay at the property,26400.0,3168.0,shimla,10,0,29568.0,recommended for friends trip
736,hotel avalanche,shimla,7.1,good,1×budget double room1 double bedfree cancellation,24475.0,2937.0,shimla,10,0,27412.0,recommended for friends trip
737,the hosteller shimla,shimla,8.4,very good,10×bed in 6-bed mixed dormitory room10 beds in dormitories10 bunk bedsfree cancellation,34804.0,4176.0,shimla,10,0,38980.0,recommended for friends trip
738,the sukoon vibes,shimla,9.0,No Review,"4×double or twin room with bathroom8 beds (4 singles, 4 doubles)no prepayment needed– pay at the property",20160.0,2419.0,shimla,10,0,22579.0,recommended for friends trip
739,gable camp and cottage,shimla,8.2,No Review,"1×double room2 beds (1 double, 1 large double)free cancellationno prepayment needed– pay at the property",30875.0,3705.0,shimla,10,0,34580.0,recommended for friends trip
740,kufri delight by the tikkar,shimla,7.7,good,5×queen studio5 entire studios,38025.0,4563.0,shimla,10,0,42588.0,recommended for friends trip
741,royal green mashobra - mountain and valley view rooms,shimla,8.5,very good,3×king room with balcony3 extra-large double bedsfree cancellationno prepayment needed– pay at the property,22800.0,2736.0,shimla,10,0,25536.0,recommended for friends trip
742,perfectstayz shimla,shimla,8.8,fabulous,1×two-bedroom houseentire holiday home,54504.0,6540.0,shimla,10,0,61044.0,recommended for friends trip
743,gs cottage near mall road,shimla,8.9,fabulous,1×budget double room1 double bedfree cancellationno prepayment needed– pay at the property,39000.0,4680.0,shimla,10,0,43680.0,recommended for friends trip
744,treebo varuna with mountain view,shimla,6.8,review score,2×economy double room with valley view2 large double bedsfree cancellationno prepayment needed– pay at the property,59748.0,7170.0,shimla,10,0,66918.0,recommended for friends trip
745,shree simla stay,shimla,7.1,good,3×double room with balcony6 large double bedsfree cancellationno prepayment needed– pay at the property,26000.0,3120.0,shimla,10,0,29120.0,recommended for friends trip
746,the namah retreat by perfectstayz,shimla,8.4,very good,1×apartment with balconyentire apartment,54504.0,6540.0,shimla,10,0,61044.0,recommended for friends trip
747,"el cielo, b&b",shimla,8.1,very good,5×deluxe room5 large double bedsfree cancellationno prepayment needed– pay at the property,37500.0,4500.0,shimla,10,0,42000.0,recommended for friends trip
748,yog maya regency b&b,shimla,7.6,good,1×deluxe double room1 extra-large double bedfree cancellationno prepayment needed– pay at the property,27186.0,3262.0,shimla,10,0,30448.0,recommended for friends trip
749,treebo the alpine heritage residency,shimla,7.3,good,2×economy double room2 extra-large double bedsfree cancellationno prepayment needed– pay at the property,49644.0,5957.0,shimla,10,0,55601.0,recommended for friends trip
750,"the hostelers homestay shiimla - near hpu, bypass crossing, isbt and advance study",shimla,8.1,very good,1×family room with balcony3 double bedsfree cancellationno prepayment needed– pay at the property,15255.0,1831.0,shimla,10,0,17086.0,recommended for friends trip
751,krishna hill stay near mall road,shimla,8.2,very good,2×standard double room2 double bedsfree cancellationno prepayment needed– pay at the property,22000.0,2640.0,shimla,10,0,24640.0,recommended for friends trip
752,new mehdudia b&b,shimla,7.6,good,1×double room with private bathroom1 double bedfree cancellationno prepayment needed– pay at the property,22000.0,2640.0,shimla,10,0,24640.0,recommended for friends trip
753,super collection o mall road formerly hotel shubham,shimla,7.4,good,4×classic triple room4 large double bedsfree cancellationno prepayment needed– pay at the property,37449.0,5450.0,shimla,10,0,42899.0,recommended for friends trip
754,fair lawns home stay,shimla,8.2,No Review,1×deluxe double or twin room2 large double bedsfree cancellationno prepayment needed– pay at the property,46750.0,5610.0,shimla,10,0,52360.0,recommended for friends trip
755,purple edge - simla royale - near mall road,shimla,8.3,very good,2×deluxe king room2 extra-large double bedsfree cancellationno prepayment needed– pay at the property,37200.0,4464.0,shimla,8,2,41664.0,recommended for family trip
756,mountain zest- simla royale near mall road free pickup from railway station simla,shimla,7.6,good,5×king room with mountain view5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,58188.0,6983.0,shimla,8,2,65171.0,recommended for family trip
757,perfectstayz shimla,shimla,8.8,fabulous,1×two-bedroom houseentire holiday home,53932.0,6472.0,shimla,8,2,60404.0,recommended for family trip
758,townhouse kachighati formerly palm bliss,shimla,8.2,very good,5×classic triple room5 large double bedsfree cancellation,48382.0,5827.0,shimla,8,2,54209.0,recommended for family trip
759,royal green mashobra - mountain and valley view rooms,shimla,8.5,very good,5×king room with balcony5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,28500.0,3420.0,shimla,8,2,31920.0,recommended for family trip
760,"treebo maharaja, near mall road",shimla,7.6,good,2×economy double room2 extra-large double bedsfree cancellationno prepayment needed– pay at the property,45264.0,5432.0,shimla,8,2,50696.0,recommended for family trip
761,the namah retreat by perfectstayz,shimla,8.4,very good,3×king room with balcony3 extra-large double bedsfree cancellationno prepayment needed– pay at the property,42476.0,5097.0,shimla,8,2,47573.0,recommended for family trip
762,"el cielo, b&b",shimla,8.1,very good,5×deluxe room5 large double bedsfree cancellationno prepayment needed– pay at the property,37500.0,4500.0,shimla,8,2,42000.0,recommended for family trip
763,hotel victory since 1979,shimla,8.3,very good,5×standard double room5 large double bedsfree cancellationno prepayment needed– pay at the property,75000.0,9000.0,shimla,8,2,84000.0,recommended for family trip
764,the charvi retreat by exotic stays,shimla,7.8,good,5×double room with mountain view5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,42300.0,5076.0,shimla,8,2,47376.0,recommended for family trip
765,hotel taj palace by kalra hospitality near mall road,shimla,7.6,good,5×deluxe room5 large double bedsfree cancellationno prepayment needed– pay at the property,36000.0,4320.0,shimla,8,2,40320.0,recommended for family trip
766,hotel avalanche,shimla,7.1,good,1×budget double room1 double bedfree cancellation,24475.0,2937.0,shimla,8,2,27412.0,recommended for family trip
767,"the hostelers homestay shiimla - near hpu, bypass crossing, isbt and advance study",shimla,8.1,very good,"2×triple room4 beds (2 singles, 2 doubles)free cancellationno prepayment needed– pay at the property",20385.0,2446.0,shimla,8,2,22831.0,recommended for family trip
768,hotel fingask,shimla,8.2,No Review,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,22500.0,2700.0,shimla,8,2,25200.0,recommended for family trip
769,gupta b&b,shimla,8.2,No Review,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,30000.0,3600.0,shimla,8,2,33600.0,recommended for family trip
770,treebo varuna with mountain view,shimla,6.8,review score,1×standard double room with valley view1 large double bedfree cancellationno prepayment needed– pay at the property,56258.0,6751.0,shimla,8,2,63009.0,recommended for family trip
771,fair lawns home stay,shimla,8.2,No Review,1×deluxe double or twin room2 large double bedsfree cancellationno prepayment needed– pay at the property,54825.0,6579.0,shimla,8,2,61404.0,recommended for family trip
772,krishna b&b near mall road shimla,shimla,9.6,exceptional,1×superior king room1 extra-large double bedfree cancellationno prepayment needed– pay at the property,26400.0,3168.0,shimla,8,2,29568.0,recommended for family trip
773,northern view haward,shimla,8.8,fabulous,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,23726.0,2847.0,shimla,8,2,26573.0,recommended for family trip
774,krishna hill stay near mall road,shimla,8.2,very good,2×standard double room2 double bedsfree cancellationno prepayment needed– pay at the property,26900.0,3228.0,shimla,8,2,30128.0,recommended for family trip
775,shimla hills apartments 2bhk,shimla,9.0,superb,2×two-bedroom apartment2 entire apartments,28000.0,3360.0,shimla,8,2,31360.0,recommended for family trip
776,himalayan hideaway,shimla,8.0,very good,1×deluxe family room6 single bedsfree cancellationno prepayment needed– pay at the property,33725.0,4047.0,shimla,8,2,37772.0,recommended for family trip
